Month,Day,Hour,SGP_ARM_Fixed_Tilt,SGP_ARM_Single-Axis,SGP_ARM_Dual-Axis,SGP_ARM_Vertical_Bifacial,SGP_NSRDB_Fixed_Tilt,SGP_NSRDB_Single-Axis,SGP_NSRDB_Dual-Axis,SGP_NSRDB_Vertical_Bifacial
1,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,8,12.309770480549503,11.197944858260518,8.309181058628885,12.58286849860015,-0.0,-0.0,-0.0,-0.0
1,3,9,25.08010569866959,23.107199411022474,19.03326256199475,25.637143259618263,-0.0,-0.0,-0.0,-0.0
1,3,10,13.003142760006869,11.713177935588956,10.330109494043283,13.089229695920459,-0.0,-0.0,-0.0,-0.0
1,3,11,15.4235697797826,16.249289805112582,13.156698758074679,15.085847798690011,-0.0,-0.0,-0.0,-0.0
1,3,12,17.805233348488866,21.018268088164334,15.55357074552856,17.119989437326087,-0.0,-0.0,-0.0,-0.0
1,3,13,35.17767694209373,37.92798818309224,30.6609397453447,34.83322171738983,-0.0,-0.0,-0.0,-0.0
1,3,14,19.503109368822184,17.61278905849019,16.20191007463522,19.174405476203308,275.5626715877345,210.7678092606906,346.84969314862946,122.84280970573212
1,3,15,7.806722123329546,6.98348283762221,5.446136499020174,7.85426202981203,490.99843037671167,491.52392418973534,725.0814723442797,361.5649790093177
1,3,16,5.1886775972687245,4.563139361366229,2.7962462617262522,5.247255501666185,419.27668639175874,456.0475443693035,824.3848455198001,341.9128379110618
1,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,234.25848665540434,249.486246897729,527.5654582486758,264.73351585436905,-0.0,-0.0,-0.0,-0.0
1,4,9,520.6187381737558,543.4207041172644,783.2901026653003,555.7161340389686,-0.0,-0.0,-0.0,-0.0
1,4,10,675.7236721528888,553.2854439985239,833.3333333333334,475.06804706741593,-0.0,-0.0,-0.0,-0.0
1,4,11,757.2602617444006,498.94830630873724,833.3333333333334,288.70862260284866,-0.0,-0.0,-0.0,-0.0
1,4,12,779.4726355785112,461.8168560639546,833.3333333333334,114.38167546788266,-0.0,-0.0,-0.0,-0.0
1,4,13,747.067354679776,478.91519554009045,833.3333333333334,203.0341313489721,-0.0,-0.0,-0.0,-0.0
1,4,14,661.023531822754,520.4646272174515,806.2206147229035,333.1826018720603,5.581746540694601,4.879937970661824,3.9394954621837224,5.527436125792933
1,4,15,510.6717566980713,510.8547746826935,739.0649443435024,389.374819225852,458.025629613363,458.05536875341505,674.0415412355312,340.27892366714286
1,4,16,285.3085028688684,317.8140738033343,571.6930928186038,236.96569280081474,411.6816306506909,454.49005009310343,796.4202318438868,343.36628391678846
1,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
